#NENW,,,,,
,,,,,
choose_arboreal_patron;Choose a Patron Diety;;;;;;;;;;;;;x,,,,,
choose_arboreal_patron_desc;The Arboreal faith has many Gods. I should associate myself with one of them.;;;;;;;;;;;;;x,,,,,
arboreal1Desc;The Great Architect is the creator of the universe, but there are many gods that can be worshiped among the Arboreal faithful, while others must be kept away. You should choose one to follow.;;;;;;;;;;;;;x,,,
EVTOPTB_kemetic_300;I will join the Cult of Isis;;;;;;;;;x,,,,,
EVTOPTC_kemetic_300;I will join the Cult of Horus-Ra;;;;;;;;;x,,,,,
EVTOPTD_kemetic_300;I will join the Cult of Linkon;;;;;;;;;x,,,,,
EVTOPTE_kemetic_300;Perhaps there are other options.;;;;;;;;;x,,,,,
EVTOPTA_kemetic_301;I will join the Cult of Thoth;;;;;;;;;x,,,,,
EVTOPTB_kemetic_301;I will join the Cult of Hathor;;;;;;;;;x,,,,,
EVTOPTC_kemetic_301;I will join the Cult of Sekhmet;;;;;;;;;x,,,,,
EVTOPTD_kemetic_301;I will join the Cult of Anubis;;;;;;;;;x,,,,,
EVTOPTE_kemetic_301;Perhaps there are other options.;;;;;;;;;x,,,,,
EVTOPTF_kemetic_301;Perhaps those were better options?;;;;;;;;;x,,,,,
choose_kemetic_cult;Choose a Kemetic Patron God;;;;;;;;;x,,,,,
choose_kemetic_cult_desc;As a Kemetic I must choose one of the Divine Eigth to worship.;;;;;;;;;x,,,,,
wonder_pyramid_memphis;Memphis Pyramid;;;;;;;;;x,,,,,
wonder_pyramid_memphis_desc;This pyramid was built by order of Pharaoh Klemens, the founder of the first Mississippi Empire. Tradition has it that the Pharaoh had the pyramid built on top of the remains of an antediviludian pyramid that was too damaged to be restored.;;;;;;;;;x,,,,
wonder_slc_temple_square;Temple Square;;;;;;;;;x,,,,,
wonder_slc_temple_square_desc;Ever the heart of Salt Lake City, Temple Square has slowly recovered from the Brighamite riots and provides religious fervor for all Mormons.;;;;;;;;;x,,,,
wonder_hoover_dam;Hoover Dam;;;;;;;;;x,,,,,
wonder_hoover_dam_desc;Las Vegas would have been pillaged and sacked countless times over if not for Hoover Dam, which has provided water to drink and a defensible chokepoint that many would-be invaders have broken their armies upon.;;;;;;;;;x,,,,
federal_way;Federal Way;;;;;;;;;x,,,,,
ninety_five_south;I-95S;;;;;;;;;x,,,,,
CLOWNPRINCE;Clown Prince;;;;;;;;;x,,,,,
CESAR;César;;;;;;;;;x,,,,,
COMMISSAR;Commissar;;;;;;;;;x,,,,,
COMMANDERINCHIEF;Commander-in-Chief;;;;;;;;;x,,,,,
BOSS;Boss;;;;;;;;;x,,,,,
REVEREND-EMPEROR;Reverend-Emperor;;;;;;;;;x,,,,,
REVEREND-EMPRESS;Reverend-Empress;;;;;;;;;x,,,,,
GREATGURU;Great Guru;;;;;;;;;x,,,,,
GREATGURU_FOA;Great Guru;;;;;;;;;x,,,,,
PREFIX_CELESTIAL_EMPIRE;Celestial Empire of;;;;;;;;;x,,,,,
,,,,,
EVTNAME_delver_300;Choosing a Lodge;;;;;;;;;x,,,,,
EVTDESC_delver_300;All Delvers are part of a Lodge, and now I must make a decision of which one I shall join.;;;;;;;;;x,,,,
EVTOPTA_delver_300;I will join the Triadic Lodge;;;;;;;;;x,,,,,
EVTOPTB_delver_300;I will join the Draconic Lodge;;;;;;;;;x,,,,,
EVTOPTC_delver_300;I will join the Imperial Lodge;;;;;;;;;x,,,,,
EVTOPTD_delver_300;I will join the Chaotic Lodge;;;;;;;;;x,,,,,
choose_delver_cult;Choose a Delver Lodge;;;;;;;;;x,,,,,
choose_delver_cult_desc;As a Delver I must choose one of the four main Lodges to join.;;;;;;;;;x,,,,,
,,,,,
ca_culture_lil_egyptian_1;Maryannu Knight Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_lil_egyptian_2;Maryannu Knight Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_lil_egyptian_3;Maryannu Knight Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_lil_egyptian_4;Maryannu Knight Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_lil_egyptian_1_desc;The Pride of Mississipian Nobility, these Charioteers represent the power and chivalry of the lands of Egypt. Established under the rule of Klemens I, they have long since changed and have adopted heavier armor from Cahokia while keeping their unique Kemetic style.;;;;;;;;;;;;;x,,,
,,,,,
ca_culture_watcher_1;Watchman Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_watcher_2;Watchman Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_watcher_3;Watchman Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_watcher_4;Watchman Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_watcher_1_desc;The Watchers's main force live in these buildings, ready for battle at a minute's notice. The Watchman pledge their whole lives to defend and fight for christiandom and thus are counted as the Order's most elite troops on the battlefield regardless of their rank within the Order. With some higher ranking and skilled members fighting on the field as Heavy Cavalry.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_mis_auxilia_1;Mississipian Auxiliary Camp;;;;;;;;;;;;;x,,,,,
ca_culture_mis_auxilia_2;Mississipian Auxiliary Camp;;;;;;;;;;;;;x,,,,,
ca_culture_mis_auxilia_3;Mississipian Auxiliary Camp;;;;;;;;;;;;;x,,,,,
ca_culture_mis_auxilia_4;Mississipian Auxiliary Camp;;;;;;;;;;;;;x,,,,,
ca_culture_mis_auxilia_1_desc;Coming from the border regions of the Upper Mississippi or smaller groups within it, these men form the first response to any attack on its borders.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_pennsilfaanisch_1;Grenzsoldaat Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_pennsilfaanisch_2;Grenzsoldaat Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_pennsilfaanisch_3;Grenzsoldaat Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_pennsilfaanisch_4;Grenzsoldaat Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_pennsilfaanisch_1_desc;These barracks house the Grenzsoldaaten, protectors of the east coast german communities. These men come from those who wish to protect their homeland and families from the ever changing times the Old Order's believers are facing, giving up their way of life so others may continue to practice it in peace from foreign invaders.;;;;;;;;;;;;;x,,,
,,,,,
ca_culture_azure_1;Companion Camp;;;;;;;;;;;;;x,,,,,
ca_culture_azure_1;Companion Camp;;;;;;;;;;;;;x,,,,,
ca_culture_azure_1;Companion Camp;;;;;;;;;;;;;x,,,,,
ca_culture_azure_1;Companion Camp;;;;;;;;;;;;;x,,,,,
ca_culture_azure_1_desc;The Companions are the elite of the Mississipian Armies, these trained Swordsman and Zouaves come from the core regions of the Mississippi and excel in urban combat. Originally the soldiers under the commmand of at the time Prince Basil I, they have been expended in role during his later conquests as Azure Emperor. They have since been divided into many smaller companies of Men-At-Arms, whos loyalty may be closer to that of their local ruler then the Azure Throne.;;;;;;;;;;;;;x,,
,,,,,
ca_culture_shomrim_1;Shomrim Range;;;;;;;;;;;;;x,,,,,
ca_culture_shomrim_2;Shomrim Range;;;;;;;;;;;;;x,,,,,
ca_culture_shomrim_3;Shomrim Range;;;;;;;;;;;;;x,,,,,
ca_culture_shomrim_4;Shomrim Range;;;;;;;;;;;;;x,,,,,
tb_culture_shomrim_1;Shomrim Camp;;;;;;;;;;;;;x,,,,,
tb_culture_shomrim_2;Shomrim Camp;;;;;;;;;;;;;x,,,,,
tb_culture_shomrim_3;Shomrim Camp;;;;;;;;;;;;;x,,,,,
tb_culture_shomrim_4;Shomrim Camp;;;;;;;;;;;;;x,,,,,
ca_culture_shomrim_1_desc;The Shomrim are a civilian militia patrol specializing in peacekeeping in their realms. In wartime, they turn into an auxillary unit for their lieges.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_federalist_1;Columbian Minutemen Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_federalist_2;Columbian Minutemen Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_federalist_3;Columbian Minutemen Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_federalist_4;Columbian Minutemen Garrison;;;;;;;;;;;;;x,,,,,
tb_culture_federalist_1;Columbian Minutemen Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_federalist_2;Columbian Minutemen Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_federalist_3;Columbian Minutemen Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_federalist_4;Columbian Minutemen Watchtower;;;;;;;;;;;;;x,,,,,
ca_culture_federalist_1_desc;The Columbian Minutemen while not part of the Military or National Guard are an important irregular force, being skilled in outmaneuvering any foe while unleashing volleys of musket fire.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_politan_1;City Guard Station;;;;;;;;;;;;;x,,,,,
ca_culture_politan_2;City Guard Station;;;;;;;;;;;;;x,,,,,
ca_culture_politan_3;City Guard Station;;;;;;;;;;;;;x,,,,,
ca_culture_politan_4;City Guard Station;;;;;;;;;;;;;x,,,,,
tb_culture_politan_1;City Guard Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_politan_2;City Guard Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_politan_3;City Guard Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_politan_4;City Guard Watchtower;;;;;;;;;;;;;x,,,,,
ca_culture_politan_1_desc;The Politan City Guard are a military unit tasked with being the first line of defense against any invader. In times of peace however, they are tasked with keeping the peace along the realm.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_appalachian_1;Appalachian Volunteer Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_appalachian_2;Appalachian Volunteer Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_appalachian_3;Appalachian Volunteer Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_appalachian_4;Appalachian Volunteer Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_appalachian_1;Appalachian Volunteer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_appalachian_2;Appalachian Volunteer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_appalachian_3;Appalachian Volunteer Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_appalachian_4;Appalachian Volunteer Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_appalachian_1_desc;The tight-knit dynasties and septs of southern Applachia, while not prone to maintaining permanent armies, raise great quantities of eager young men eager for glory in times of war, with such men needing to be willing to traverse the rugged terrain of their homelands. These Volunteers are generally armed with what their households can provide, whether that be a yeoman's axe or a chieftain's claymore, and are men who know the nooks and crannies of the valleys and hollers who are comfortable sustaining themselves from the land.;;;;;;;;;;;;;x
,,,,,
ca_culture_vandalian_1;Vandalian Longhunter Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_vandalian_2;Vandalian Longhunter Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_vandalian_3;Vandalian Longhunter Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_vandalian_4;Vandalian Longhunter Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_vandalian_1;Vandalian Longhunter Meeting Ground;;;;;;;;;;;;;x,,,,,
tb_culture_vandalian_2;Vandalian Longhunter Meeting Ground;;;;;;;;;;;;;x,,,,,
tb_culture_vandalian_3;Vandalian Longhunter Meeting Ground;;;;;;;;;;;;;x,,,,,
tb_culture_vandalian_4;Vandalian Longhunter Meeting Ground;;;;;;;;;;;;;x,,,,,
ca_culture_vandalian_1_desc;The Vandalians have regularly suffered from invasions from lowlanders who have persecuted them not just for their land, but for their beliefs, and the Longhunters emerged from these continual struggles against those outsiders who would wish to break the Vandalian people. The Longhunter order recruits primarily from the ranks of trappers and huntsmen, men who are comfortable traversing very far from their homelands, and who take pleasure at denying succor to their enemies. Members of the Longstriders have been known to be absent from the otherwise close-knit Vandalian homesteads for years at a time, earning them a eerie reputation among their kin whenever they see their red scarfs.;;;;;;;;;;;;;x
,,,,,
ca_culture_nashvillian_1;Nashviller Hoplite Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_nashvillian_2;Nashviller Hoplite Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_nashvillian_3;Nashviller Hoplite Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_nashvillian_4;Nashviller Hoplite Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_nashvillian_1;Nashviller Hoplite Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_nashvillian_2;Nashviller Hoplite Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_nashvillian_3;Nashviller Hoplite Proving Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_nashvillian_4;Nashviller Hoplite Proving Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_nashvillian_1_desc;The Hoplites of Nashville are a one of the most famed Phalanx men among the peoples of America, having participated in many wars trough out its history, aided by their elephant companions, with them said to be emulating the army of a King of Old who had victory named after him an Ocean away.;;;;;;;;;;;;;x,,
,,,,,
ca_culture_kaintucker_1;Derby Cavalry Stables;;;;;;;;;;;;;x,,,,,
ca_culture_kaintucker_2;Derby Cavalry Stables;;;;;;;;;;;;;x,,,,,
ca_culture_kaintucker_3;Derby Cavalry Stables;;;;;;;;;;;;;x,,,,,
ca_culture_kaintucker_4;Derby Cavalry Stables;;;;;;;;;;;;;x,,,,,
tb_culture_kaintucker_1;Derby Cavalry Fields;;;;;;;;;;;;;x,,,,,
tb_culture_kaintucker_2;Derby Cavalry Fields;;;;;;;;;;;;;x,,,,,
tb_culture_kaintucker_3;Derby Cavalry Fields;;;;;;;;;;;;;x,,,,,
tb_culture_kaintucker_4;Derby Cavalry Fields;;;;;;;;;;;;;x,,,,,
ca_culture_kaintucker_1_desc;The Derby Cavalry hail from Kentucky's rich history of horses. These men and their trusty steeds bond for a life long partnership, wearing extravagantly painted markings on their armor.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_hellfighters_1;Hellfighter Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_hellfighters_2;Hellfighter Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_hellfighters_3;Hellfighter Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_hellfighters_4;Hellfighter Garrison;;;;;;;;;;;;;x,,,,,
tb_culture_hellfighters_1;Hellfighter Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_hellfighters_2;Hellfighter Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_hellfighters_3;Hellfighter Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_hellfighters_4;Hellfighter Watchtower;;;;;;;;;;;;;x,,,,,
ca_culture_hellfighters_1_desc;The Hellfighters are a unit of Afro-Americans who venerate an antediviludian unit made out of their kin, who fought with gallantry and bravery. These men aim to do the same, striking deep into their enemies.;;;;;;;;;;;;;x,,,
,,,,,
ca_culture_maroon_1;Maroon Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_maroon_2;Maroon Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_maroon_3;Maroon Garrison;;;;;;;;;;;;;x,,,,,
ca_culture_maroon_4;Maroon Garrison;;;;;;;;;;;;;x,,,,,
tb_culture_maroon_1;Maroon Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_maroon_2;Maroon Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_maroon_3;Maroon Watchtower;;;;;;;;;;;;;x,,,,,
tb_culture_maroon_4;Maroon Watchtower;;;;;;;;;;;;;x,,,,,
ca_culture_maroon_1_desc;The Maroons are men who fight for the freedom of their Afro-southerner bretheren. Their deeds are known far and wide, and are a symbol of justice as a consequence.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_redtail_1;Red-Tails Stables;;;;;;;;;;;;x,,,,,
ca_culture_redtail_2;Red-Tails Stables;;;;;;;;;;;;x,,,,,
ca_culture_redtail_3;Red-Tails Stables;;;;;;;;;;;;x,,,,,
ca_culture_redtail_4;Red-Tails Stables;;;;;;;;;;;;x,,,,,
tb_culture_redtail_1;Red-Tails Fields;;;;;;;;;;;;x,,,,,
tb_culture_redtail_2;Red-Tails Fields;;;;;;;;;;;;x,,,,,
tb_culture_redtail_3;Red-Tails Fields;;;;;;;;;;;;x,,,,,
tb_culture_redtail_4;Red-Tails Fields;;;;;;;;;;;;x,,,,,
ca_culture_redtail_1_desc;The Tuskegee Red-Tails are a group of cavalrymen adopting a name of an antediviludian unit who charge in the battlefield with extreme pride in their name and their strength.;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_melungeon_1;Melung'n Infantry Training Grounds;;;;;;;;;;;;x,,,,,
ca_culture_melungeon_2;Melung'n Infantry Training Grounds;;;;;;;;;;;;x,,,,,
ca_culture_melungeon_3;Melung'n Infantry Training Grounds;;;;;;;;;;;;x,,,,,
ca_culture_melungeon_4;Melung'n Infantry Training Grounds;;;;;;;;;;;;x,,,,,
tb_culture_melungeon_1;Melung'n Infantry Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_melungeon_2;Melung'n Infantry Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_melungeon_3;Melung'n Infantry Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_melungeon_4;Melung'n Infantry Proving Grounds;;;;;;;;;;;;x,,,,,
ca_culture_melungeon_1_desc;The Melung'n Infantry are a special unit of their culture that specialize in defense, even in the most dire of times.;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_dominion_1;Royal Mounties;;;;;;;;;;;;;x,,,,,
ca_culture_dominion_2;Royal Mounties;;;;;;;;;;;;;x,,,,,
ca_culture_dominion_3;Royal Mounties;;;;;;;;;;;;;x,,,,,
ca_culture_dominion_4;Royal Mounties;;;;;;;;;;;;;x,,,,,
ca_culture_dominion_1_desc;The Royal Mounties are men of the saddle and sword, being expert skirmishers and heavy cavalry. They uphold their ancient duty to protect the lands of Canada be enforcing law or fighting on the battlefield.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_southron_1;Southron Cavalrymen;;;;;;;;;;;;;x,,,,,
ca_culture_southron_2;Southron Cavalrymen;;;;;;;;;;;;;x,,,,,
ca_culture_southron_3;Southron Cavalrymen;;;;;;;;;;;;;x,,,,,
ca_culture_southron_4;Southron Cavalrymen;;;;;;;;;;;;;x,,,,,
ca_culture_southron_1_desc;Southron Cavalrymen make use of their light cavalry in massive charges while harassing their foes with their gunpowder wielding units.;;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_crabber_1;Crabber Spearmen Piers;;;;;;;;;;;;;x,,,,,
ca_culture_crabber_2;Crabber Spearmen Piers;;;;;;;;;;;;;x,,,,,
ca_culture_crabber_3;Crabber Spearmen Piers;;;;;;;;;;;;;x,,,,,
ca_culture_crabber_4;Crabber Spearmen Piers;;;;;;;;;;;;;x,,,,,
tb_culture_crabber_1;Crabber Spearmen Docks;;;;;;;;;;;;;x,,,,,
tb_culture_crabber_2;Crabber Spearmen Docks;;;;;;;;;;;;;x,,,,,
tb_culture_crabber_3;Crabber Spearmen Docks;;;;;;;;;;;;;x,,,,,
tb_culture_crabber_4;Crabber Spearmen Docks;;;;;;;;;;;;;x,,,,,
ca_culture_crabber_1_desc;These spearmen of Crabber descent use their crab-fishing skills into battle, with their thrusting power from their hardy lifestyle.;;;;;;;;;;;;;x,,,,
,,,,,
ca_culture_southern_1;Southern Gallant Manors;;;;;;;;;;;;;x,,,,,
ca_culture_southern_2;Southern Gallant Manors;;;;;;;;;;;;;x,,,,,
ca_culture_southern_3;Southern Gallant Manors;;;;;;;;;;;;;x,,,,,
ca_culture_southern_4;Southern Gallant Manors;;;;;;;;;;;;;x,,,,,
tb_culture_southern_1;Southern Gallant Halls;;;;;;;;;;;;;x,,,,,
tb_culture_southern_2;Southern Gallant Halls;;;;;;;;;;;;;x,,,,,
tb_culture_southern_3;Southern Gallant Halls;;;;;;;;;;;;;x,,,,,
tb_culture_southern_4;Southern Gallant Halls;;;;;;;;;;;;;x,,,,,
ca_culture_southern_1_desc;The Southern Gallants are Southern people who have adpoted a tradition of chivalry and consequently have transformed into knights, travelling amongst the lands in elegant fashion. Still, this does not take away their marvelous military prowress.;;;;;;;;;;;;;x,,,
,,,,,
ca_culture_carolino_1;Carolino Pikemen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_carolino_2;Carolino Pikemen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_carolino_3;Carolino Pikemen Barracks;;;;;;;;;;;;;x,,,,,
ca_culture_carolino_4;Carolino Pikemen Barracks;;;;;;;;;;;;;x,,,,,
tb_culture_carolino_1;Carolino Pikemen Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_carolino_2;Carolino Pikemen Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_carolino_3;Carolino Pikemen Grounds;;;;;;;;;;;;;x,,,,,
tb_culture_carolino_4;Carolino Pikemen Grounds;;;;;;;;;;;;;x,,,,,
ca_culture_carolino_1_desc;The Carolino, ever since settling on the banks of Carolina, have adopted to their Anglo neighbors' tactics. With their pikes and bows, they clean up the battlefield.;;;;;;;;;;;;;x,,
,,,,,
ca_culture_wicker_1;Wicker Swordsmen Barracks;;;;;;;;;;;;x,,,,,
ca_culture_wicker_2;Wicker Swordsmen Barracks;;;;;;;;;;;;x,,,,,
ca_culture_wicker_3;Wicker Swordsmen Barracks;;;;;;;;;;;;x,,,,,
ca_culture_wicker_4;Wicker Swordsmen Barracks;;;;;;;;;;;;x,,,,,
ca_culture_wicker_1_desc;These barracks house the proud swordsmen of the Wicker. They break up the enemy armies with their unyielding spirit.;;;;;;;;;;;;x,,,,,
tb_culture_wicker_1;Wicker Swordsmen Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_wicker_2;Wicker Swordsmen Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_wicker_3;Wicker Swordsmen Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_wicker_4;Wicker Swordsmen Proving Grounds;;;;;;;;;;;;x,,,,,
tb_culture_wicker_1_desc;These grounds house the proud swordsmen of the Wicker. They break up the enemy armies with their unyielding spirit.;;;;;;;;;;;;x,,,,,
,,,,,
ca_culture_connec_1;Nutmegger Foot Guards Smithery;;;;;;;;;;;;;x,,,,,
